0,-1.19076e-16
0.00416667,0
0.00833333,-0.00465694
0.0125,-0.00725331
0.0166667,-0.00933831
0.0208333,-0.0121485
0.025,-0.0160057
0.0291667,-0.0147181
0.0333333,-0.0175637
0.0375,-0.0190041
0.0416667,-0.0220743
0.0458333,-0.021599
0.05,-0.0208479
0.0541667,-0.021253
0.0583333,-0.02592
0.0625,-0.0243246
0.0666667,-0.0277907
0.0708333,-0.0273844
0.075,-0.0288325
0.0791667,-0.0275597
0.0833333,-0.0300965
0.0875,-0.0285128
0.0916667,-0.0298618
0.0958333,-0.0319247
0.1,-0.0314263
0.104167,-0.0311034
0.108333,-0.0335148
0.1125,-0.0345103
0.116667,-0.0344192
0.120833,-0.0362325
0.125,-0.037044
0.129167,-0.0325304
0.133333,-0.0343652
0.1375,-0.0342601
0.141667,-0.0350975
0.145833,-0.0314173
0.15,-0.0393311
0.154167,-0.0353258
0.158333,-0.0364272
0.1625,-0.0380588
0.166667,-0.0363492
0.170833,-0.036798
0.175,-0.0360431
0.179167,-0.0371459
0.183333,-0.0365357
0.1875,-0.035012
0.191667,-0.0390714
0.195833,-0.0408954
0.2,-0.0392404
0.204167,-0.0373419
0.208333,-0.0414271
0.2125,-0.0396408
0.216667,-0.0351262
0.220833,-0.0389259
0.225,-0.0383971
0.229167,-0.0406067
0.233333,-0.0387764
0.2375,-0.0393314
0.241667,-0.0416175
0.245833,-0.041235
