0,0.937631
0.00423729,0.936954
0.00847458,0.891292
0.0127119,0.852897
0.0169492,0.84591
0.0211864,0.83452
0.0254237,0.82603
0.029661,0.81731
0.0338983,0.819825
0.0381356,0.818716
0.0423729,0.810903
0.0466102,0.810002
0.0508475,0.806317
0.0550847,0.807939
0.059322,0.81277
0.0635593,0.808486
0.0677966,0.808046
0.0720339,0.804933
0.0762712,0.800098
0.0805085,0.798689
0.0847458,0.793464
0.0889831,0.799416
0.0932203,0.797986
0.0974576,0.797003
0.101695,0.796834
0.105932,0.79872
0.110169,0.796263
0.114407,0.796219
0.118644,0.790891
0.122881,0.793333
0.127119,0.792669
0.131356,0.793135
0.135593,0.793937
0.139831,0.788854
0.144068,0.789662
0.148305,0.785521
0.152542,0.785573
0.15678,0.793149
0.161017,0.790226
0.165254,0.78986
0.169492,0.787407
0.173729,0.784311
0.177966,0.787544
0.182203,0.78351
0.186441,0.785681
0.190678,0.784867
0.194915,0.785611
0.199153,0.78349
0.20339,0.785002
0.207627,0.782262
0.211864,0.783267
0.216102,0.780533
0.220339,0.780638
0.224576,0.784205
0.228814,0.781989
0.233051,0.78367
0.237288,0.781074
0.241525,0.783922
0.245763,0.779453
0.25,0.777323
