0,-nan
0.00423729,-nan
0.00847458,-nan
0.0127119,-nan
0.0169492,-nan
0.0211864,-nan
0.0254237,-nan
0.029661,-nan
0.0338983,-nan
0.0381356,-nan
0.0423729,-nan
0.0466102,-nan
0.0508475,-nan
0.0550847,-nan
0.059322,-nan
0.0635593,-nan
0.0677966,-nan
0.0720339,-nan
0.0762712,-nan
0.0805085,-nan
0.0847458,-nan
0.0889831,-nan
0.0932203,-nan
0.0974576,-nan
0.101695,-nan
0.105932,-nan
0.110169,-nan
0.114407,-nan
0.118644,-nan
0.122881,-nan
0.127119,-nan
0.131356,-nan
0.135593,-nan
0.139831,-nan
0.144068,-nan
0.148305,-nan
0.152542,-nan
0.15678,-nan
0.161017,-nan
0.165254,-nan
0.169492,-nan
0.173729,-nan
0.177966,-nan
0.182203,-nan
0.186441,-nan
0.190678,-nan
0.194915,-nan
0.199153,-nan
0.20339,-nan
0.207627,-nan
0.211864,-nan
0.216102,-nan
0.220339,-nan
0.224576,-nan
0.228814,-nan
0.233051,-nan
0.237288,-nan
0.241525,-nan
0.245763,-nan
0.25,-nan
