0,0
0.00423729,1.14882e-16
0.00847458,0.0647973
0.0127119,0.096402
0.0169492,0.114557
0.0211864,0.11891
0.0254237,0.132858
0.029661,0.127241
0.0338983,0.155459
0.0381356,0.159453
0.0423729,0.165789
0.0466102,0.173064
0.0508475,0.156228
0.0550847,0.181971
0.059322,0.19701
0.0635593,0.165483
0.0677966,0.204432
0.0720339,0.200277
0.0762712,0.212915
0.0805085,0.192748
0.0847458,0.232041
0.0889831,0.222552
0.0932203,0.229794
0.0974576,0.222707
0.101695,0.221424
0.105932,0.223307
0.110169,0.249411
0.114407,0.234007
0.118644,0.250767
0.122881,0.232746
0.127119,0.254876
0.131356,0.257201
0.135593,0.255652
0.139831,0.24942
0.144068,0.269327
0.148305,0.256925
0.152542,0.260383
0.15678,0.249295
0.161017,0.236379
0.165254,0.254384
0.169492,0.286323
0.173729,0.264811
0.177966,0.268298
0.182203,0.249951
0.186441,0.286816
0.190678,0.254653
0.194915,0.257098
0.199153,0.252533
0.20339,0.27154
0.207627,0.23368
0.211864,0.246123
0.216102,0.25806
0.220339,0.257906
0.224576,0.261772
0.228814,0.26852
0.233051,0.268044
0.237288,0.270103
0.241525,0.269127
0.245763,0.257717
0.25,0.266667
