0,-1.16395e-16
0.00416667,0
0.00833333,0.0658894
0.0125,0.0995704
0.0166667,0.118542
0.0208333,0.130214
0.025,0.140265
0.0291667,0.129503
0.0333333,0.153532
0.0375,0.167461
0.0416667,0.163696
0.0458333,0.154974
0.05,0.168103
0.0541667,0.177774
0.0583333,0.170123
0.0625,0.182722
0.0666667,0.193323
0.0708333,0.198108
0.075,0.190501
0.0791667,0.188657
0.0833333,0.193371
0.0875,0.233378
0.0916667,0.215449
0.0958333,0.243221
0.1,0.221591
0.104167,0.216942
0.108333,0.221309
0.1125,0.226931
0.116667,0.248618
0.120833,0.233683
0.125,0.242906
0.129167,0.244957
0.133333,0.245572
0.1375,0.231537
0.141667,0.247878
0.145833,0.269285
0.15,0.263278
0.154167,0.250601
0.158333,0.237659
0.1625,0.2387
0.166667,0.241404
0.170833,0.261179
0.175,0.256028
0.179167,0.253687
0.183333,0.269839
0.1875,0.276747
0.191667,0.259364
0.195833,0.276476
0.2,0.265213
0.204167,0.242032
0.208333,0.275093
0.2125,0.259881
0.216667,0.252997
0.220833,0.26181
0.225,0.280252
0.229167,0.256969
0.233333,0.282152
0.2375,0.260871
0.241667,0.264852
0.245833,0.27222
