0,0.943017
0.00416667,0.93911
0.00833333,0.909388
0.0125,0.903562
0.0166667,0.892056
0.0208333,0.893218
0.025,0.875583
0.0291667,0.885999
0.0333333,0.88593
0.0375,0.871916
0.0416667,0.877499
0.0458333,0.865491
0.05,0.867814
0.0541667,0.864238
0.0583333,0.867285
0.0625,0.864276
0.0666667,0.869996
0.0708333,0.864602
0.075,0.852625
0.0791667,0.869471
0.0833333,0.852723
0.0875,0.850803
0.0916667,0.851928
0.0958333,0.837401
0.1,0.857404
0.104167,0.848397
0.108333,0.849948
0.1125,0.844708
0.116667,0.844155
0.120833,0.849744
0.125,0.848412
0.129167,0.850173
0.133333,0.844884
0.1375,0.840932
0.141667,0.838344
0.145833,0.838437
0.15,0.845634
0.154167,0.851712
0.158333,0.838355
0.1625,0.843302
0.166667,0.846122
0.170833,0.837784
0.175,0.841057
0.179167,0.83847
0.183333,0.834658
0.1875,0.837788
0.191667,0.829816
0.195833,0.836538
0.2,0.83284
0.204167,0.837013
0.208333,0.830819
0.2125,0.826852
0.216667,0.836292
0.220833,0.839463
0.225,0.83619
0.229167,0.838566
0.233333,0.826404
0.2375,0.838606
0.241667,0.832905
0.245833,0.832543
