50,0.966507
98,1.09837
148,0.9563
197,0.997353
246,0.95494
295,1.00891
344,0.927336
393,1.00096
441,0.986075
491,0.970663
540,0.995469
589,0.926063
638,0.986114
687,0.992129
736,0.965425
785,0.96935
834,0.955865
883,0.997132
931,0.976194
980,0.938023
1030,0.952158
1079,0.951169
1128,0.935076
1177,0.885937
1226,0.949514
1275,0.950301
1324,0.959
1373,0.962621
1422,0.916585
1471,0.937129
1520,0.931761
1568,0.939574
1618,0.929316
1666,0.931916
1716,0.901493
1765,0.913958
1814,0.932389
1863,0.946162
1911,0.927738
1961,0.944167
2009,0.917072
2059,0.921267
2108,0.930812
2157,0.913546
2206,0.928658
2255,0.923443
2304,0.93372
2353,0.903853
2402,0.924507
2451,0.915073
