50,0.791988
149,0.863981
248,0.976782
346,0.947059
445,0.958835
544,0.943373
644,0.965345
742,0.970679
842,0.973958
940,0.925298
1040,0.950751
1138,0.942179
1238,0.956746
1336,0.941304
1435,0.926133
1535,0.944012
1634,0.947874
1732,0.96722
1831,0.930591
1931,0.920539
2029,0.947626
2129,0.911056
2227,0.930383
2327,0.927071
2426,0.927298
2525,0.919132
2623,0.913791
2723,0.917071
2821,0.928078
2920,0.922263
3020,0.910145
3118,0.914866
3217,0.920847
3317,0.890488
3415,0.904759
3515,0.895988
3613,0.892375
3712,0.89111
3812,0.88792
3910,0.882067
4009,0.890681
4109,0.883935
4207,0.866143
4307,0.87282
4405,0.870934
4505,0.859739
4604,0.862795
4702,0.851815
4802,0.845591
4901,0.844897
